InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
13709,8605,Mug,3,2020-11-02 05:10:11.003667888,70.89,1025,UK,212.67000000000002
40355,3606,Notebook,6,2020-11-02 16:51:13.024341448,93.55,1035,USA,561.3
65771,9350,Pen,2,2020-11-03 04:32:15.045015004,73.14,1068,Germany,146.28
67799,5781,Bag,7,2020-11-03 16:13:17.065688564,77.64,1096,USA,543.48
23116,4313,Pen,4,2020-11-04 03:54:19.086362120,20.95,1000,UK,83.8
35470,8763,T-shirt,9,2020-11-04 15:35:21.107035676,44.86,1052,USA,403.74
52344,6939,T-shirt,9,2020-11-05 03:16:23.127709236,51.08,1005,India,459.71999999999997
52918,3295,T-shirt,7,2020-11-05 14:57:25.148382792,29.35,1036,USA,205.45000000000002
62224,6685,Pen,8,2020-11-06 02:38:27.169056352,55.21,1001,India,441.68
49298,2696,Mug,3,2020-11-06 14:19:29.189729908,32.63,1068,USA,97.89000000000001
90219,2946,Bag,5,2020-11-07 02:00:31.210403468,70.31,1089,India,351.55
71629,3783,Pen,2,2020-11-07 13:41:33.231077024,49.68,1040,India,99.36
76040,4644,Mug,7,2020-11-08 01:22:35.251750584,48.59,1050,USA,340.13
38016,6241,Mug,8,2020-11-08 13:03:37.272424140,98.45,1046,Canada,787.6
33960,7420,Pen,9,2020-11-09 00:44:39.293097700,42.28,1012,Germany,380.52
43591,8557,Pen,7,2020-11-09 12:25:41.313771256,39.42,1075,Germany,275.94
92848,3645,Mug,8,2020-11-10 00:06:43.334444816,35.27,1068,Germany,282.16
77641,7589,Mug,9,2020-11-10 11:47:45.355118372,90.0,1065,India,810.0
46395,7353,Mug,6,2020-11-10 23:28:47.375791928,52.19,1058,Germany,313.14
32700,2932,Pen,2,2020-11-11 11:09:49.396465488,62.0,1067,India,124.0
44620,2757,Mug,2,2020-11-11 22:50:51.417139044,22.18,1058,Canada,44.36
30559,6085,T-shirt,4,2020-11-12 10:31:53.437812604,56.39,1090,USA,225.56
71642,6637,Pen,9,2020-11-12 22:12:55.458486160,31.09,1009,USA,279.81
86539,2116,T-shirt,7,2020-11-13 09:53:57.479159720,74.41,1012,India,520.87
31732,1492,Notebook,2,2020-11-13 21:34:59.499833276,84.09,1001,India,168.18
40354,9811,Pen,8,2020-11-14 09:16:01.520506836,72.91,1089,Canada,583.28
23843,8888,Notebook,7,2020-11-14 20:57:03.541180392,74.37,1014,Germany,520.59
81726,7474,Mug,9,2020-11-15 08:38:05.561853952,53.69,1045,Canada,483.21
27640,5958,Mug,8,2020-11-15 20:19:07.582527508,72.65,1056,USA,581.2
62528,3743,Bag,3,2020-11-16 08:00:09.603201068,45.16,1009,USA,135.48
48413,8866,Mug,1,2020-11-16 19:41:11.623874624,66.89,1021,Germany,66.89
62638,8160,Notebook,2,2020-11-17 07:22:13.644548184,29.61,1088,USA,59.22
62736,6451,Mug,2,2020-11-17 19:03:15.665221740,11.63,1078,India,23.26
78866,6258,Pen,4,2020-11-18 06:44:17.685895296,44.28,1076,USA,177.12
29087,9548,Mug,6,2020-11-18 18:25:19.706568856,48.87,1007,UK,293.21999999999997
51430,8186,Bag,4,2020-11-19 06:06:21.727242412,29.36,1020,Germany,117.44
34504,7102,Mug,9,2020-11-19 17:47:23.747915972,74.13,1084,Germany,667.17
17114,1619,Notebook,4,2020-11-20 05:28:25.768589528,11.99,1021,Germany,47.96
88859,1882,Notebook,6,2020-11-20 17:09:27.789263088,26.16,1096,UK,156.96
20975,9988,Mug,6,2020-11-21 04:50:29.809936644,76.11,1044,Canada,456.65999999999997
21023,4642,Notebook,1,2020-11-21 16:31:31.830610204,46.53,1090,India,46.53
31447,2296,Notebook,8,2020-11-22 04:12:33.851283760,72.0,1039,Germany,576.0
33959,9436,Bag,3,2020-11-22 15:53:35.871957320,58.91,1021,USA,176.73
76203,3895,Pen,6,2020-11-23 03:34:37.892630876,95.32,1029,India,571.92
39703,7593,Bag,3,2020-11-23 15:15:39.913304436,61.79,1061,USA,185.37
19337,1929,T-shirt,2,2020-11-24 02:56:41.933977992,6.41,1072,India,12.82
56427,6366,Bag,5,2020-11-24 14:37:43.954651548,38.52,1044,India,192.60000000000002
71529,9711,Mug,1,2020-11-25 02:18:45.975325108,18.59,1034,USA,18.59
94665,4212,Pen,9,2020-11-25 13:59:47.995998664,92.84,1081,USA,835.5600000000001
41921,3409,Mug,7,2020-11-26 01:40:50.016672224,14.88,1041,India,104.16000000000001
43307,9199,T-shirt,3,2020-11-26 13:21:52.037345780,41.83,1004,Germany,125.49
37355,4423,Pen,4,2020-11-27 01:02:54.058019340,26.48,1026,USA,105.92
14835,7976,Notebook,6,2020-11-27 12:43:56.078692896,85.44,1069,UK,512.64
30159,8594,Bag,3,2020-11-28 00:24:58.099366456,34.31,1061,UK,102.93
57605,6158,Mug,7,2020-11-28 12:06:00.120040012,99.23,1031,India,694.61
48088,4667,T-shirt,6,2020-11-28 23:47:02.140713572,8.67,1007,Canada,52.019999999999996
88752,6973,Notebook,9,2020-11-29 11:28:04.161387128,17.19,1084,India,154.71
65284,7236,Bag,5,2020-11-29 23:09:06.182060688,26.34,1017,India,131.7
67043,9277,Notebook,4,2020-11-30 10:50:08.202734244,82.06,1077,Germany,328.24
45547,3468,Bag,3,2020-11-30 22:31:10.223407800,88.46,1014,Germany,265.38
92844,7217,Pen,1,2020-12-01 10:12:12.244081360,11.79,1025,Canada,11.79
37532,4619,Notebook,3,2020-12-01 21:53:14.264754916,8.08,1052,Canada,24.240000000000002
44349,2636,Notebook,3,2020-12-02 09:34:16.285428476,75.73,1043,Canada,227.19
55445,9155,Notebook,7,2020-12-02 21:15:18.306102032,17.67,1031,Canada,123.69000000000001
15713,4583,Pen,7,2020-12-03 08:56:20.326775592,17.63,1027,Canada,123.41
66178,5009,T-shirt,1,2020-12-03 20:37:22.347449148,7.12,1038,India,7.12
59407,4326,Bag,3,2020-12-04 08:18:24.368122708,9.73,1031,India,29.19
80340,9148,Notebook,8,2020-12-04 19:59:26.388796264,30.05,1076,UK,240.4
60990,3217,Pen,9,2020-12-05 07:40:28.409469824,11.18,1078,UK,100.62
85672,5967,T-shirt,7,2020-12-05 19:21:30.430143380,40.04,1017,USA,280.28
75545,3369,Bag,7,2020-12-06 07:02:32.450816940,84.11,1069,India,588.77
94791,4638,Pen,8,2020-12-06 18:43:34.471490496,36.0,1010,Canada,288.0
68141,6722,Bag,6,2020-12-07 06:24:36.492164052,74.14,1031,USA,444.84000000000003
33793,5444,Notebook,3,2020-12-07 18:05:38.512837612,13.92,1019,Germany,41.76
66570,8618,T-shirt,1,2020-12-08 05:46:40.533511168,67.64,1096,India,67.64
47892,4947,Pen,7,2020-12-08 17:27:42.554184728,35.09,1039,UK,245.63000000000002
11015,2676,T-shirt,1,2020-12-09 05:08:44.574858284,76.23,1007,India,76.23
71813,2196,Notebook,1,2020-12-09 16:49:46.595531844,17.94,1034,India,17.94
37712,3787,T-shirt,9,2020-12-10 04:30:48.616205400,90.3,1068,India,812.6999999999999
18415,8432,T-shirt,7,2020-12-10 16:11:50.636878960,28.04,1098,India,196.28
72292,8927,Mug,4,2020-12-11 03:52:52.657552516,38.55,1077,Germany,154.2
33833,4318,T-shirt,6,2020-12-11 15:33:54.678226076,95.27,1020,UK,571.62
14158,9858,Bag,1,2020-12-12 03:14:56.698899632,59.96,1023,India,59.96
72680,7689,Pen,7,2020-12-12 14:55:58.719573192,39.75,1016,Germany,278.25
30309,3176,Mug,6,2020-12-13 02:37:00.740246748,95.21,1017,USA,571.26
16970,4743,Pen,4,2020-12-13 14:18:02.760920308,36.26,1097,India,145.04
82474,9792,Pen,7,2020-12-14 01:59:04.781593864,14.01,1011,Germany,98.07
96704,5422,Notebook,3,2020-12-14 13:40:06.802267420,99.7,1015,Canada,299.1
56540,4824,Notebook,1,2020-12-15 01:21:08.822940980,30.45,1003,USA,30.45
30384,3451,Mug,4,2020-12-15 13:02:10.843614536,85.87,1088,UK,343.48
28017,1628,Notebook,3,2020-12-16 00:43:12.864288096,20.73,1033,India,62.19
85880,8778,Notebook,1,2020-12-16 12:24:14.884961652,74.48,1091,India,74.48
18702,4696,Notebook,2,2020-12-17 00:05:16.905635212,54.82,1045,Germany,109.64
10384,4674,Pen,5,2020-12-17 11:46:18.926308768,98.19,1074,UK,490.95
10404,4929,Mug,8,2020-12-17 23:27:20.946982328,57.52,1076,Canada,460.16
50943,3765,Pen,1,2020-12-18 11:08:22.967655884,7.38,1030,USA,7.38
57926,5369,Bag,4,2020-12-18 22:49:24.988329444,62.37,1024,UK,249.48
39189,9307,Pen,4,2020-12-19 10:30:27.009003000,18.81,1073,India,75.24
22763,5956,Bag,5,2020-12-19 22:11:29.029676560,80.86,1023,Germany,404.3
28384,1692,T-shirt,7,2020-12-20 09:52:31.050350116,86.37,1064,Canada,604.59
70100,4162,T-shirt,8,2020-12-20 21:33:33.071023672,50.8,1024,Germany,406.4
19860,2105,Bag,6,2020-12-21 09:14:35.091697232,79.41,1027,USA,476.46
90642,4008,Bag,1,2020-12-21 20:55:37.112370788,18.79,1035,UK,18.79
60612,3161,Pen,7,2020-12-22 08:36:39.133044348,51.75,1081,Germany,362.25
33574,9345,Bag,3,2020-12-22 20:17:41.153717904,42.42,1005,Germany,127.26
33524,4699,Mug,6,2020-12-23 07:58:43.174391464,63.08,1065,India,378.48
79172,4786,T-shirt,8,2020-12-23 19:39:45.195065020,9.23,1066,Germany,73.84
20916,5200,T-shirt,7,2020-12-24 07:20:47.215738580,76.45,1071,Canada,535.15
14809,2913,Bag,6,2020-12-24 19:01:49.236412136,12.52,1094,UK,75.12
42201,6520,Notebook,9,2020-12-25 06:42:51.257085696,67.36,1047,USA,606.24
63330,2772,Notebook,9,2020-12-25 18:23:53.277759252,6.75,1082,Germany,60.75
23456,3780,Bag,1,2020-12-26 06:04:55.298432812,84.03,1069,Canada,84.03
66397,8423,Mug,1,2020-12-26 17:45:57.319106368,21.6,1077,USA,21.6
48765,3871,Notebook,1,2020-12-27 05:26:59.339779924,53.97,1066,Canada,53.97
44816,1660,Bag,8,2020-12-27 17:08:01.360453484,29.84,1047,Germany,238.72
55106,7242,Mug,7,2020-12-28 04:49:03.381127040,73.65,1064,Germany,515.5500000000001
63932,2132,Mug,3,2020-12-28 16:30:05.401800600,35.53,1043,UK,106.59
27100,1699,Pen,2,2020-12-29 04:11:07.422474156,73.84,1093,India,147.68
67091,8470,Mug,4,2020-12-29 15:52:09.443147716,32.06,1062,Canada,128.24
31949,7297,Notebook,3,2020-12-30 03:33:11.463821272,76.48,1045,India,229.44
80080,8812,Notebook,7,2020-12-30 15:14:13.484494832,7.91,1018,India,55.370000000000005
47744,5557,Bag,8,2020-12-31 02:55:15.505168388,31.91,1063,USA,255.28
55543,3179,Bag,6,2020-12-31 14:36:17.525841948,52.37,1082,USA,314.21999999999997
46187,9275,Mug,3,2021-01-01 02:17:19.546515504,9.28,1072,Canada,27.839999999999996
17239,2422,T-shirt,6,2021-01-01 13:58:21.567189064,22.67,1070,India,136.02
24489,4180,Pen,2,2021-01-02 01:39:23.587862620,93.78,1049,UK,187.56
68017,5316,T-shirt,7,2021-01-02 13:20:25.608536176,97.8,1062,India,684.6
71877,7696,Mug,7,2021-01-03 01:01:27.629209736,75.28,1040,USA,526.96
53125,1614,Mug,4,2021-01-03 12:42:29.649883292,28.96,1006,India,115.84
59922,5570,T-shirt,8,2021-01-04 00:23:31.670556852,29.75,1008,Germany,238.0
42049,1270,Pen,4,2021-01-04 12:04:33.691230408,66.35,1003,Germany,265.4
47131,3468,T-shirt,7,2021-01-04 23:45:35.711903968,16.17,1088,UK,113.19000000000001
52944,4607,Bag,4,2021-01-05 11:26:37.732577524,95.09,1048,Canada,380.36
83963,4075,Notebook,5,2021-01-05 23:07:39.753251084,26.36,1075,India,131.8
34285,1289,Bag,7,2021-01-06 10:48:41.773924640,99.97,1005,Germany,699.79
47626,9120,Notebook,3,2021-01-06 22:29:43.794598200,52.09,1081,Canada,156.27
52808,7614,Mug,5,2021-01-07 10:10:45.815271756,78.29,1020,Germany,391.45000000000005
98464,4252,Pen,3,2021-01-07 21:51:47.835945316,5.21,1014,Canada,15.629999999999999
63871,8415,T-shirt,5,2021-01-08 09:32:49.856618872,89.43,1066,Canada,447.15000000000003
29198,7771,Pen,3,2021-01-08 21:13:51.877292432,30.65,1065,Germany,91.94999999999999
29758,1278,T-shirt,7,2021-01-09 08:54:53.897965988,68.45,1055,USA,479.15000000000003
25254,1580,Bag,1,2021-01-09 20:35:55.918639544,81.6,1067,Canada,81.6
54238,5958,Bag,9,2021-01-10 08:16:57.939313104,20.59,1031,India,185.31
11252,9445,T-shirt,9,2021-01-10 19:57:59.959986660,47.04,1065,Germany,423.36
49764,5276,Pen,5,2021-01-11 07:39:01.980660220,51.91,1028,USA,259.54999999999995
87709,8997,T-shirt,9,2021-01-11 19:20:04.001333776,34.65,1065,Germany,311.84999999999997
47441,5776,Mug,6,2021-01-12 07:01:06.022007336,50.77,1033,UK,304.62
63682,1824,Bag,5,2021-01-12 18:42:08.042680892,35.17,1026,India,175.85000000000002
69494,4832,Mug,3,2021-01-13 06:23:10.063354452,39.27,1059,UK,117.81
91317,9891,Bag,8,2021-01-13 18:04:12.084028008,68.59,1038,Canada,548.72
75215,6445,Bag,4,2021-01-14 05:45:14.104701568,65.1,1043,Canada,260.4
88587,2380,Notebook,3,2021-01-14 17:26:16.125375124,27.07,1081,UK,81.21000000000001
16949,7534,Mug,6,2021-01-15 05:07:18.146048684,90.26,1035,UK,541.5600000000001
65393,4156,Mug,8,2021-01-15 16:48:20.166722240,86.96,1018,Canada,695.68
83553,5307,Notebook,9,2021-01-16 04:29:22.187395796,53.36,1090,USA,480.24
16941,6634,Pen,6,2021-01-16 16:10:24.208069356,46.16,1044,India,276.96
35934,9575,Mug,5,2021-01-17 03:51:26.228742912,40.8,1083,Germany,204.0
33386,6810,T-shirt,2,2021-01-17 15:32:28.249416472,72.19,1020,UK,144.38
71886,9533,Notebook,2,2021-01-18 03:13:30.270090028,68.81,1022,India,137.62
85745,6934,Mug,9,2021-01-18 14:54:32.290763588,23.64,1093,Germany,212.76
93251,4109,Pen,2,2021-01-19 02:35:34.311437144,68.79,1088,Germany,137.58
63413,5082,Mug,2,2021-01-19 14:16:36.332110704,28.98,1094,UK,57.96
66800,4240,Bag,3,2021-01-20 01:57:38.352784260,6.76,1026,USA,20.28
52318,7028,T-shirt,3,2021-01-20 13:38:40.373457820,71.42,1097,USA,214.26
80173,2849,Notebook,4,2021-01-21 01:19:42.394131376,66.26,1071,India,265.04
80390,9497,Bag,7,2021-01-21 13:00:44.414804936,44.03,1018,India,308.21000000000004
62329,3749,Pen,9,2021-01-22 00:41:46.435478492,54.94,1040,Canada,494.46
53088,7680,Bag,2,2021-01-22 12:22:48.456152048,94.98,1025,USA,189.96
49811,1205,Bag,4,2021-01-23 00:03:50.476825608,61.54,1027,India,246.16
65479,8352,Pen,9,2021-01-23 11:44:52.497499164,67.5,1063,Canada,607.5
95392,5591,Bag,2,2021-01-23 23:25:54.518172724,11.07,1067,Germany,22.14
97369,4450,Notebook,1,2021-01-24 11:06:56.538846280,20.77,1094,India,20.77
29963,8214,Mug,8,2021-01-24 22:47:58.559519840,33.59,1079,Canada,268.72
65123,4811,Bag,9,2021-01-25 10:29:00.580193396,56.24,1050,USA,506.16
83477,6141,Notebook,7,2021-01-25 22:10:02.600866956,78.78,1073,Germany,551.46
24388,9501,Mug,8,2021-01-26 09:51:04.621540512,35.52,1047,India,284.16
15569,3708,Mug,4,2021-01-26 21:32:06.642214072,38.86,1009,USA,155.44
79836,2991,Bag,4,2021-01-27 09:13:08.662887628,29.33,1072,Germany,117.32
46586,9463,Notebook,2,2021-01-27 20:54:10.683561188,29.19,1038,UK,58.38
22015,4273,Bag,8,2021-01-28 08:35:12.704234744,95.14,1099,USA,761.12
55002,5538,Pen,2,2021-01-28 20:16:14.724908300,65.37,1099,UK,130.74
16254,9712,Mug,9,2021-01-29 07:57:16.745581860,19.81,1018,India,178.29
27144,4722,Bag,4,2021-01-29 19:38:18.766255416,73.61,1063,Canada,294.44
34214,4551,Mug,1,2021-01-30 07:19:20.786928976,73.59,1018,India,73.59
90719,3832,Notebook,4,2021-01-30 19:00:22.807602532,68.31,1075,USA,273.24
81774,6679,T-shirt,3,2021-01-31 06:41:24.828276092,17.8,1061,UK,53.400000000000006
16090,7579,Bag,6,2021-01-31 18:22:26.848949648,43.76,1012,UK,262.56
21637,1152,Bag,7,2021-02-01 06:03:28.869623208,15.14,1024,Germany,105.98
32415,6754,Mug,8,2021-02-01 17:44:30.890296764,82.58,1099,India,660.64
34071,3800,Notebook,2,2021-02-02 05:25:32.910970324,67.24,1088,India,134.48
68243,6310,Pen,6,2021-02-02 17:06:34.931643880,53.18,1091,USA,319.08
51240,3610,Notebook,6,2021-02-03 04:47:36.952317440,37.59,1041,UK,225.54000000000002
93807,2104,Bag,5,2021-02-03 16:28:38.972990996,22.5,1038,USA,112.5
43434,8361,Pen,7,2021-02-04 04:09:40.993664552,15.11,1029,USA,105.77
79724,5199,Notebook,3,2021-02-04 15:50:43.014338112,97.08,1004,UK,291.24
85697,4854,T-shirt,4,2021-02-05 03:31:45.035011668,23.97,1080,USA,95.88
38732,8263,Mug,9,2021-02-05 15:12:47.055685228,10.69,1017,UK,96.21
21314,2914,Notebook,4,2021-02-06 02:53:49.076358784,96.36,1020,USA,385.44
33954,8365,Notebook,3,2021-02-06 14:34:51.097032344,57.15,1085,Canada,171.45
67108,4072,T-shirt,2,2021-02-07 02:15:53.117705900,80.68,1049,USA,161.36
97044,1406,Bag,5,2021-02-07 13:56:55.138379460,9.16,1005,USA,45.8
97505,1166,Mug,4,2021-02-08 01:37:57.159053016,58.86,1049,Canada,235.44
46668,1508,Notebook,8,2021-02-08 13:18:59.179726576,42.83,1079,India,342.64
33061,2661,Pen,7,2021-02-09 01:00:01.200400132,78.34,1065,UK,548.38
89252,4664,Notebook,6,2021-02-09 12:41:03.221073692,8.65,1000,Germany,51.900000000000006
49749,4489,Mug,2,2021-02-10 00:22:05.241747248,43.16,1056,Canada,86.32
26907,1680,Notebook,3,2021-02-10 12:03:07.262420808,80.91,1029,India,242.73
28777,3524,T-shirt,9,2021-02-10 23:44:09.283094364,54.66,1057,USA,491.93999999999994
61745,3120,Notebook,9,2021-02-11 11:25:11.303767920,57.25,1051,India,515.25
91818,6260,Notebook,5,2021-02-11 23:06:13.324441480,14.23,1036,Canada,71.15
33624,5357,Pen,3,2021-02-12 10:47:15.345115036,17.57,1047,USA,52.71
33321,2363,T-shirt,2,2021-02-12 22:28:17.365788596,69.31,1086,India,138.62
20488,3292,T-shirt,8,2021-02-13 10:09:19.386462152,69.13,1000,Germany,553.04
32574,2538,Notebook,6,2021-02-13 21:50:21.407135712,98.01,1018,UK,588.0600000000001
15240,4408,Pen,7,2021-02-14 09:31:23.427809268,72.64,1045,UK,508.48
53221,8742,Notebook,1,2021-02-14 21:12:25.448482828,51.86,1066,Canada,51.86
20478,9752,Notebook,1,2021-02-15 08:53:27.469156384,86.45,1001,USA,86.45
65645,2903,Mug,2,2021-02-15 20:34:29.489829944,14.92,1055,USA,29.84
29262,1174,Mug,3,2021-02-16 08:15:31.510503500,47.68,1016,UK,143.04
62796,3230,Pen,1,2021-02-16 19:56:33.531177060,32.28,1091,India,32.28
14432,5287,Bag,5,2021-02-17 07:37:35.551850616,14.94,1081,USA,74.7
74291,5160,Mug,3,2021-02-17 19:18:37.572524172,77.53,1096,Germany,232.59
89104,8106,Bag,1,2021-02-18 06:59:39.593197732,53.53,1078,Germany,53.53
69399,4171,T-shirt,8,2021-02-18 18:40:41.613871288,57.89,1021,USA,463.12
89714,2567,Mug,6,2021-02-19 06:21:43.634544848,44.07,1026,USA,264.42
60428,2151,Mug,9,2021-02-19 18:02:45.655218404,48.73,1054,UK,438.57
97731,8619,Pen,3,2021-02-20 05:43:47.675891964,16.02,1031,Canada,48.06
10302,7033,Bag,9,2021-02-20 17:24:49.696565520,68.93,1059,UK,620.3700000000001
92558,9560,Mug,9,2021-02-21 05:05:51.717239080,46.08,1082,Canada,414.71999999999997
10055,5946,Mug,1,2021-02-21 16:46:53.737912640,82.59,1027,Germany,82.59
18717,9234,Pen,3,2021-02-22 04:27:55.758586192,23.65,1027,Canada,70.94999999999999
38699,2907,Pen,6,2021-02-22 16:08:57.779259752,24.48,1073,UK,146.88
83686,4490,Bag,8,2021-02-23 03:49:59.799933312,66.35,1083,USA,530.8
77661,3535,T-shirt,4,2021-02-23 15:31:01.820606872,85.37,1024,Canada,341.48
54247,5173,T-shirt,5,2021-02-24 03:12:03.841280424,49.86,1084,UK,249.3
26748,2293,Notebook,9,2021-02-24 14:53:05.861953984,74.06,1077,Germany,666.54
14621,5769,Mug,6,2021-02-25 02:34:07.882627544,99.94,1085,Canada,599.64
25034,5796,Bag,7,2021-02-25 14:15:09.903301096,99.08,1025,Germany,693.56
15126,7871,Mug,7,2021-02-26 01:56:11.923974656,75.71,1074,Germany,529.9699999999999
15122,3972,Bag,4,2021-02-26 13:37:13.944648216,75.26,1070,India,301.04
28030,4922,Bag,4,2021-02-27 01:18:15.965321776,28.52,1016,Canada,114.08
92838,5997,Bag,4,2021-02-27 12:59:17.985995328,84.19,1081,UK,336.76
94717,8032,Mug,5,2021-02-28 00:40:20.006668888,43.48,1006,Canada,217.39999999999998
65658,1992,Pen,5,2021-02-28 12:21:22.027342448,96.39,1055,Canada,481.95
48638,9112,Mug,8,2021-03-01 00:02:24.048016008,12.74,1063,Germany,101.92
77067,6287,Bag,9,2021-03-01 11:43:26.068689560,46.4,1019,Germany,417.59999999999997
98869,3240,Notebook,2,2021-03-01 23:24:28.089363120,57.8,1037,Germany,115.6
44674,2476,T-shirt,7,2021-03-02 11:05:30.110036680,43.49,1074,Germany,304.43
45854,7426,Bag,1,2021-03-02 22:46:32.130710232,25.01,1057,UK,25.01
56271,1389,Notebook,1,2021-03-03 10:27:34.151383792,61.33,1015,USA,61.33
83688,1999,Pen,4,2021-03-03 22:08:36.172057352,76.81,1050,India,307.24
48518,2855,Bag,7,2021-03-04 09:49:38.192730912,66.26,1026,Germany,463.82000000000005
20267,9125,Notebook,2,2021-03-04 21:30:40.213404464,27.27,1050,Germany,54.54
11062,9850,Bag,2,2021-03-05 09:11:42.234078024,74.5,1074,India,149.0
60448,3763,Mug,1,2021-03-05 20:52:44.254751584,29.41,1015,Germany,29.41
16229,4663,Notebook,2,2021-03-06 08:33:46.275425144,21.64,1086,USA,43.28
66793,5986,Mug,7,2021-03-06 20:14:48.296098696,70.61,1059,Canada,494.27
57915,2481,Mug,9,2021-03-07 07:55:50.316772256,85.06,1075,India,765.54
14632,8256,Notebook,6,2021-03-07 19:36:52.337445816,50.75,1039,UK,304.5
13596,4731,T-shirt,2,2021-03-08 07:17:54.358119376,55.48,1066,India,110.96
16168,8262,Notebook,9,2021-03-08 18:58:56.378792928,33.76,1001,USA,303.84
17561,1451,T-shirt,7,2021-03-09 06:39:58.399466488,51.99,1047,UK,363.93
83794,4093,Bag,1,2021-03-09 18:21:00.420140048,17.54,1051,Canada,17.54
92152,1882,Bag,9,2021-03-10 06:02:02.440813600,95.8,1023,Germany,862.1999999999999
36734,5408,Notebook,2,2021-03-10 17:43:04.461487160,81.03,1092,India,162.06
16371,5068,Bag,4,2021-03-11 05:24:06.482160720,68.46,1097,UK,273.84
36069,4277,Pen,9,2021-03-11 17:05:08.502834280,56.13,1083,India,505.17
89905,9566,Mug,4,2021-03-12 04:46:10.523507832,80.26,1081,Canada,321.04
22910,8951,Mug,3,2021-03-12 16:27:12.544181392,52.0,1077,India,156.0
83479,5690,T-shirt,1,2021-03-13 04:08:14.564854952,33.5,1081,UK,33.5
87735,5595,Bag,7,2021-03-13 15:49:16.585528512,20.24,1001,USA,141.67999999999998
91264,5559,T-shirt,6,2021-03-14 03:30:18.606202064,66.52,1064,UK,399.12
33275,8291,Mug,4,2021-03-14 15:11:20.626875624,93.3,1019,India,373.2
82274,9160,Mug,6,2021-03-15 02:52:22.647549184,19.59,1033,Canada,117.53999999999999
91449,1112,Bag,6,2021-03-15 14:33:24.668222736,22.1,1040,Germany,132.60000000000002
70004,6131,Pen,4,2021-03-16 02:14:26.688896296,46.19,1040,Germany,184.76
72981,4197,Pen,6,2021-03-16 13:55:28.709569856,81.66,1074,Canada,489.96
94659,1139,Bag,8,2021-03-17 01:36:30.730243416,32.92,1090,India,263.36
64553,2424,Bag,3,2021-03-17 13:17:32.750916968,29.12,1022,Canada,87.36
58447,3949,T-shirt,4,2021-03-18 00:58:34.771590528,63.9,1037,India,255.6
44529,4168,Bag,1,2021-03-18 12:39:36.792264088,55.88,1043,UK,55.88
85703,9708,Pen,4,2021-03-19 00:20:38.812937648,10.72,1066,USA,42.88
86090,7043,Bag,9,2021-03-19 12:01:40.833611200,12.74,1061,India,114.66
27260,7989,T-shirt,8,2021-03-19 23:42:42.854284760,66.09,1011,Germany,528.72
13812,8236,T-shirt,4,2021-03-20 11:23:44.874958320,49.19,1029,Germany,196.76
38024,7261,T-shirt,7,2021-03-20 23:04:46.895631880,97.24,1094,USA,680.68
68656,1887,T-shirt,3,2021-03-21 10:45:48.916305432,69.46,1086,India,208.38
37285,4104,Notebook,9,2021-03-21 22:26:50.936978992,5.96,1064,USA,53.64
11605,1049,Bag,4,2021-03-22 10:07:52.957652552,50.7,1040,UK,202.8
81158,4951,Mug,2,2021-03-22 21:48:54.978326104,44.37,1019,USA,88.74
82303,4560,Bag,5,2021-03-23 09:29:56.998999664,15.14,1005,UK,75.7
37139,1018,Notebook,2,2021-03-23 21:10:59.019673224,92.7,1074,Germany,185.4
87149,5821,T-shirt,6,2021-03-24 08:52:01.040346784,81.48,1098,UK,488.88
66138,7340,Notebook,1,2021-03-24 20:33:03.061020336,26.86,1003,India,26.86
86125,9058,Pen,6,2021-03-25 08:14:05.081693896,29.32,1092,India,175.92000000000002
23918,3606,Pen,4,2021-03-25 19:55:07.102367456,8.04,1009,India,32.16
95655,8846,Bag,3,2021-03-26 07:36:09.123041016,33.19,1050,India,99.57
37446,9643,Bag,2,2021-03-26 19:17:11.143714568,60.54,1092,Canada,121.08
23046,7432,Mug,7,2021-03-27 06:58:13.164388128,44.98,1037,UK,314.85999999999996
34818,4765,Mug,9,2021-03-27 18:39:15.185061688,97.08,1000,India,873.72
14324,3438,Pen,3,2021-03-28 06:20:17.205735248,10.33,1007,USA,30.990000000000002
86323,7358,T-shirt,6,2021-03-28 18:01:19.226408800,61.19,1080,USA,367.14
19111,9319,Notebook,9,2021-03-29 05:42:21.247082360,86.54,1082,Canada,778.86
48110,6941,Mug,2,2021-03-29 17:23:23.267755920,50.67,1062,UK,101.34
26389,8644,Mug,7,2021-03-30 05:04:25.288429472,5.28,1032,UK,36.96
51427,5855,T-shirt,5,2021-03-30 16:45:27.309103032,28.07,1014,UK,140.35
89579,7547,T-shirt,5,2021-03-31 04:26:29.329776592,35.76,1030,Canada,178.79999999999998
38746,8196,Bag,7,2021-03-31 16:07:31.350450152,96.77,1020,UK,677.39
97886,6911,Notebook,9,2021-04-01 03:48:33.371123704,91.62,1002,UK,824.58
10117,7481,T-shirt,4,2021-04-01 15:29:35.391797264,95.17,1065,India,380.68
94471,3761,Mug,9,2021-04-02 03:10:37.412470824,83.45,1034,UK,751.0500000000001
23234,5456,Mug,9,2021-04-02 14:51:39.433144384,38.41,1040,India,345.68999999999994
63441,7361,Pen,4,2021-04-03 02:32:41.453817936,91.06,1058,India,364.24
10846,6693,T-shirt,3,2021-04-03 14:13:43.474491496,98.26,1015,UK,294.78000000000003
